Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-05-24; 20:12:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 67°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:13:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:14:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:15:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.15A; 
2024-05-24; 20:16:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:17:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 248°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:18:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:19:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:20:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:21:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:22:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:23:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:24:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:25:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:26:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:27:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:28:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:29:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 70°; 60°; 249°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:30:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 14°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:31:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 60°; 250°; 75%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 25°; 15%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:32:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:33:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:34:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:35:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:36:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:37:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:38:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:39:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:40:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:41:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:42:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 69°; 59°; 249°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:43:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 72°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:44:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:45:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 66°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:46:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.15A; 
2024-05-24; 20:47:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:48:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:49:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:50:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:51:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:52:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:53:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:54:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:55:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 13°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:56:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 20:57:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:58:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 20:59:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:00:58; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 59°; 250°; 74%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:01:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:02:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:03:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:04:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:05:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:06:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 30°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:07:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:08:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 68°; 58°; 249°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:09:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:10:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:11:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:12:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:13:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:14:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:15:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:16:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:17:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 58°; 250°; 73%; 0%; 0%; 0%; 100.0%; 405°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 34°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:18:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 404°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:19:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 404°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:20:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 67°; 57°; 249°; 73%; 0%; 0%; 0%; 100.0%; 404°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:21:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 404°; 71°; 64°; 0%; 12°; 0°; 28°; 0°; 29°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:22:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 404°; 71°; 64°; 0%; 12°; 0°; 27°; 0°; 29°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:23:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 404°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 29°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:24:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 404°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 29°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:25:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 404°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 29°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:26:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 404°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 29°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:27:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 404°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 29°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:28:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 404°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 29°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:29:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 57°; 250°; 73%; 0%; 0%; 0%; 100.0%; 403°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
2024-05-24; 21:30:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 403°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:31:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 404°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:32:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 404°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.11A; 
2024-05-24; 21:33:57; übergangsbetr.;   Brenner Aus  ; 1; 0; 66°; 56°; 250°; 72%; 0%; 0%; 0%; 100.0%; 404°; 71°; 63°; 0%; 12°; 0°; 27°; 0°; 28°; 127°; 127°; 10880; 16637h; 33°; 80°; 24°; 16%; AUS; ZU; TROCKEN; 0.13A; 
