Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2024-06-13; 07:12:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:13:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:14:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:15:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:16:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:17:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.15A; 
2024-06-13; 07:18:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.15A; 
2024-06-13; 07:19:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:20:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.15A; 
2024-06-13; 07:21:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 07:22:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:23:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:24:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:25:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:26:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 07:27:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:28:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 07:29:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 21°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 07:30:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:31:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 21°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:32:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:33:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 21°; 18%; AUS; ZU; TROCKEN; 0.15A; 
2024-06-13; 07:34:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 07:35:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 21°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:36:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 21°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:37:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 21°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 07:38:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.15A; 
2024-06-13; 07:39:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:40:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:41:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:42:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:43:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:44:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:45:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 07:46:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:47:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 07:48:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 07:49:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 07:50:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:51:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:52:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 07:53:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 07:54:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 10°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:55:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:56:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 11°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:57:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:58:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 07:59:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 12°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:00:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 08:01:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 13°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 08:02:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 14°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:03:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 14°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:04:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 14°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 08:05:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 14°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:06:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 15°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:07:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 15°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:08:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 16°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:09:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 16°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 08:10:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 16°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:11:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 16°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:12:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 16°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:13:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 16°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:14:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:15:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:16:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 53%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 17°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:17:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 26°; 36°; 53%; 0%; 0%; 0%; 100.0%; 396°; 41°; 32°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 26°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:18:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 53%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 08:19:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 53%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 08:20:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:21:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:22:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 17%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:23:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:24:15; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:25:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:26:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.11A; 
2024-06-13; 08:27:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:28:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 18°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:29:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 19°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:30:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 40°; 32°; 0%; 19°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.13A; 
2024-06-13; 08:31:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 40°; 32°; 0%; 19°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.21A; 
2024-06-13; 08:32:14; Ausgeschaltet ;   Brenner Aus  ; 1; 0; 22°; 27°; 37°; 54%; 0%; 0%; 0%; 100.0%; 397°; 41°; 32°; 0%; 19°; 0°; 23°; 0°; 22°; 127°; 127°; 10883; 16643h; 27°; 80°; 22°; 18%; AUS; ZU; TROCKEN; 0.15A; 
