Date;  Time; Betriebsart; Status; Zustand; ROST; Kesseltemp; Abgastemp.; Abgas. SW ; KessStellGr; Saugzug  ; Zuluftgebl; Einschub; Fuellst.:; Feuerraumt; Puffert.ob; Puffert.un; Puffer Pu.; Außentemp; Vorlauft.1sw; Vorlauft.1; Vorlauft.2sw; Vorlauft.2; KTY6_H2; KTY7_H2; Brenn.ST; Laufzeit:; Boardtemp.; Die Kesseltemp. soll sein; Heizungsraum-Temp; Heizungsraum-Feuchtigkeit; Ventilator; Zuluftklappe; Leckwassersensor; Stromstaerke; ; 
2025-04-21; 18:59:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:00:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:01:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:02:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:03:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:04:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:05:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 16°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:06:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:07:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:08:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:09:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:10:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:11:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:12:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:13:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:14:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:15:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 15°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:16:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:17:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:18:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:19:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 42°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:20:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:21:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:22:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:23:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:24:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:25:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:26:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-04-21; 19:27:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:28:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-04-21; 19:29:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:30:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:31:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:32:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:33:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:34:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:35:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:36:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:37:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:38:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:39:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:40:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:41:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:42:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:43:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 19:44:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:45:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 44°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:46:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:47:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 56°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:48:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:49:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:50:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:51:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:52:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.21A; 
2025-04-21; 19:53:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:54:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:55:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:56:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 19:57:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 41°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:58:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 19:59:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.32A; 
2025-04-21; 20:00:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 20:01:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 20:02:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 20:03:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 20:04:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 20:05:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 20:06:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 20:07:12; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 20:08:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 20:09:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 20:10:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 20:11:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.15A; 
2025-04-21; 20:12:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 20:13:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 13°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 20:14:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 20:15:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 20:16:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 20:17:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 20:18:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
2025-04-21; 20:19:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 20:20:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.19A; 
2025-04-21; 20:21:11; übergangsbetr.;   Brenner Aus  ; 1; 0; 40°; 37°; 47°; 60%; 0%; 0%; 0%; 100.0%; 400°; 55°; 43°; 0%; 14°; 0°; 26°; 0°; 26°; 127°; 127°; 11191; 17159h; 31°; 80°; 27°; 14%; AN; ZU; TROCKEN; 0.17A; 
